Όνομα;Χονδρική τιμή (€);Περιγραφή;Κατηγορία;Barcode (EAN);Φωτογραφία;URL επίσημου site
KOCOSTAR MODELING MASK CICA;;Μάσκα μοντελοποίησης με centella asiatica και madecassoside για την καταπράυνση, εξισορρόπηση και ανανέωση της επιδερμίδας του προσώπου και aloe vera για ενίσχυση της ενυδάτωσης.;Γυναικεία Περιποίηση;8809328327019;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328327019_1_t20251112112000.jpg;https://www.vican.gr/el/kocostar-modeling-mask-cica-8809328327019.html
KOCOSTAR MODELING MASK MULTI-GRAIN;;Μάσκα μοντελοποίησης για την αναζωογόνηση της κουρασμένης επιδερμίδας. Εμπλουτισμένη με πλούσιους σε θρεπτικά συστατικά σπόρους, όπως πίτουρο ρυζιού, φασόλια mung και adlay για λάμψη και βελτίωση της υφής της επιδερμίδας.;Γυναικεία Περιποίηση;8809328326999;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326999_1_t20251112112000.jpg;https://www.vican.gr/el/kocostar-modeling-mask-multi-grain-8809328326999.html
KOCOSTAR MODELING MASK VITAMIN C;;Μάσκα μοντελοποίησης για λαμπερή και ομοιόμορφη επιδερμίδα με τη δύναμη του ασκορβικού οξέος (βιταμίνη C), της νιασιναμίδης και των εκχυλισμάτων από εσπεριδοειδή.;Γυναικεία Περιποίηση;8809328327071;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328327071_1_t20251112112000.jpg;https://www.vican.gr/el/kocostar-modeling-mask-vitamin-c-8809328327071.html
KOCOSTAR A.M. SUNDAY HYDROGEL EYE PATCH;;Εμπλουτισμένα με 10% θαλάσσιο κολλαγόνο, νιασιναμίδη, αδενοσίνη και 8 τύπους υαλουρονικού οξέως, τα επιθέματα προσφέρουν στοχευμένη φροντίδα στην ευαίσθητη περιοχή των ματιών, χαρίζοντας φρεσκάδα και ενυδάτωση. Κατά την εφαρμογή τα επιθέματα γίνονται σταδιακά διάφανα.;Γυναικεία Περιποίηση;8809328327316;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328327316_1_t20250611112000.jpg;https://www.vican.gr/el/kocostar-a-m-sunday-hydrogel-eye-patch-8809328327316.html
KOCOSTAR A.M. SUNDAY HAPPY HYDROGEL MASK;;Mάσκα προσώπου εμπλουτισμένη με 82% θαλάσσιο κολλαγόνο, νιασιναμίδη, αδενοσίνη και υαλουρονικό οξύ. Το χαμηλό μοριακό βάρος του κολλαγόνου και η πορώδης μορφή της μάσκας (micro-hole patent) συμβάλλουν στην ταχεία και αποτελεσματική απορρόφηση των ενεργών συστατικών, επιτυγχάνοντας άμεση ενίσχυση της ελαστικότητας της επιδερμίδας. Κατά την εφαρμογή, η μάσκα σταδιακά γίνεται διάφανη.;Γυναικεία Περιποίηση;8809328326098;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326098_1_t20250516112000.jpg;https://www.vican.gr/el/kocostar-a-m-sunday-happy-hydrogel-mask-8809328326098.html
KOCOSTAR WHITE HAPPY MASK;;Μάσκα προσώπου από 100% καθαρό βαμβάκι εμποτισμένη με νιασιναμίδη, γνωστή και ως βιταμίνη Β3, που προσφέρει λάμψη και βελτιώνει ορατά τον τόνο του δέρματος. Εμπλουτισμένη με εκχύλισμα ρυζιού και πράσινο τσάι ενυδατώνει σε βάθος, ανανεώνει και φωτίζει το δέρμα. Κατάλληλη ακόμη και για άτομα με ευαίσθητο δέρμα.;Γυναικεία Περιποίηση;8809328322311;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328322311_1_t20250227112000.jpg;https://www.vican.gr/el/kocostar-white-happy-mask-8809328322311.html
KOCOSTAR PRINCESS GOLD EYE PATCH;;Επιθέματα με πλούσια ενυδατικά και καταπραϋντικά συστατικά για την ξηρή και ταλαιπωρημένη επιδερμίδα. Είναι κατασκευασμένα από μαλακό και λεπτό υλικό υδρογέλης χρυσού χρώματος και παραμένουν σταθερά στην επιδερμίδα προσφέροντας στα μάτια στοχευμένη αντιρυτιδική φροντίδα. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328321338;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328321338_1_t20250124112000.jpg;https://www.vican.gr/el/kocostar-princess-gold-eye-patch-8809328321338.html
KOCOSTAR Ultimate Face Patches CROW;;4 ζεύγη επιθεμάτων με ισχυρά ενεργά συστατικά (αδενοσίνη, ρετινόλη) για στοχευμένη αντιρυτιδική φροντίδα της ευαίσθητης περιοχής στις γωνίες των ματιών (πόδι χήνας). Απαλύνουν τις λεπτές γραμμές και προλαμβάνουν τις ρυτίδες προσφέροντας λεία και νεανική όψη.;Γυναικεία Περιποίηση;8809328326784;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326784_1_t20241016112000.jpg;https://www.vican.gr/el/kocostar-ultimate-face-patches-crow-s-feet-wrinkle-care-8809328326784.html
KOCOSTAR Ultimate Face Patches FACE Wrinkle Care;;Μάσκα προσώπου από μικροΐνες εμποτισμένη με ισχυρά ενεργά συστατικά (αδενοσίνη, νιασιναμίδη, ρετινόλη) για ολοκληρωμένη αντιρυτιδική φροντίδα. Εμπλουτισμένη με φυτικά εκχυλίσματα προσφέρει ενυδάτωση και λεία, νεανική όψη.;Γυναικεία Περιποίηση;8809328326791;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326791_1_t20241016112000.jpg;https://www.vican.gr/el/kocostar-ultimate-face-patches-face-wrinkle-care-8809328326791.html
KOCOSTAR Ultimate Face Patches FOREHEAD Wrinkle Care;;Στοχευμένο επίθεμα με ισχυρά ενεργά συστατικά (νιασιναμίδη, αδενοσίνη, ρετινόλη) και πεπτίδια, που απαλύνει τις γραμμές του συνοφρυώματος στο μέτωπο και ανάμεσα στα φρύδια. Ένα καινοτόμο, ελαστικό “diamond” πλέγμα με υδρογέλη που εφαρμόζεται σταθερά στην περιοχή και προλαμβάνει αποτελεσματικά τις ρυτίδες προσφέροντας λεία και νεανική όψη.;Γυναικεία Περιποίηση;8809328326760;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326760_1_t20241016112000.jpg;https://www.vican.gr/el/kocostar-ultimate-face-patches-forehead-wrinkle-care-8809328326760.html
KOCOSTAR Ultimate Face Patches SMILE LINES Wrinkle Care;;6 ζεύγη επιθεμάτων με ισχυρά ενεργά συστατικά (αδενοσίνη, ρετινόλη) και πεπτίδια για στοχευμένη λείανση και αντιρυτιδική φροντίδα στις πτυχές γύρω από το στόμα. Ενισχύουν τη σφριγηλότητα και την ελαστικότητα της επιδερμίδας, προσφέροντας φωτεινή και νεανική όψη.;Γυναικεία Περιποίηση;8809328326777;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326777_1_t20241016112000.jpg;https://www.vican.gr/el/kocostar-ultimate-face-patches-smile-lines-wrinkle-care-8809328326777.html
KOCOSTAR RETINOL HAPPY MASK;;Μάσκα προσώπου με ρετινόλη, ένα παράγωγο βιταμίνης Α με ισχυρές αντιγηραντικές και αντιρυτιδικές ιδιότητες. Η ρετινόλη βοηθάει στην αύξηση της παραγωγής κολλαγόνου και στην ενίσχυση της αναγέννησης του δέρματος. Περιέχει επίσης νιασιναμίδη για εξομάλυνση του τόνου του δέρματος, καθώς και εκχύλισμα φυτικού κολλαγόνου που συνεισφέρει στην ενίσχυση της ελαστικότητας και στην ενυδάτωση του δέρματος. Ο συνδυασμός αυτών των ενεργών συστατικών βελτιώνει την όψη και την υφή του δέρματος προσφέροντας λάμψη και φρεσκάδα. Eco-friendly ύφασμα από φυτικές ίνες Rio Cell.;Γυναικεία Περιποίηση;8809328326418;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326418_1_t20250227112000.jpg;https://www.vican.gr/el/kocostar-retinol-happy-mask-8809328326418.html
KOCOSTAR BAKUCHIOL HAPPY MASK;;Μάσκα προσώπου με Bakuchiol, το φυτικό συστατικό με τις ευεργετικές ιδιότητες. Ανανεώνει την επιδερμίδα, βελτιώνοντας τον τόνο και την υφή της, ενώ συμβάλλει στην παραγωγή κολλαγόνου βοηθώντας στην ελαστικότητα και στη σφριγηλότητά της. Περιέχει επίσης CICA Complex (Centella Asiatica Extract, Madecassic Acid, Asiaticoside, Asiatic Acid) και νιασιναμίδη με αντιοξειδωτικές και καταπραϋντικές ιδιότητες. TC Cell μάσκα από καινοτόμες ίνες φιλικές προς την επιδερμίδα.;Γυναικεία Περιποίηση;8809328326395;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326395_1_t20241016112000.jpg;https://www.vican.gr/el/kocostar-bakuchiol-happy-mask-8809328326395.html
KOCOSTAR PEACH DUODUO;;Περιποίηση χειλιών σε 2 βήματα για απαλά και ενυδατωμένα χείλη. Το κρεμώδες lip scrub* αφαιρεί τα νεκρά κύτταρα των χειλιών, ενώ το lip oil in cream** (έλαιο σε μορφή κρέμας) προσφέρει αποτελεσματική θρέψη και ενυδάτωση. * LIP SCRUB: Κλινική μελέτη για τη βελτίωση της κεράτινης στιβάδας των χειλιών ** LIP OIL IN CREAM: Κλινική μελέτη για τη βελτίωση της ενυδάτωσης των χειλιών;Γυναικεία Περιποίηση;8809328325312;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325312_1_t20240223112000.jpg;https://www.vican.gr/el/kocostar-peach-duoduo-8809328325312.html
KOCOSTAR YELLOW CREAM PATCH;;Κρέμα για τοπική εφαρμογή στα προβληματικά σημεία (σπυράκια), η οποία στεγνώνει δημιουργώντας ένα ελαστικό και διάφανο φιλμ κυτταρίνης (biofilm formation). Το προστατευτικό φιλμ συμβάλλει στην απορρόφηση των ενεργών συστατικών και βοηθά στη διόρθωση των ατελειών του δέρματος. Η συσκευασία περιέχει 50 αποστειρωμένες μπατονέτες από πιστοποιημένο OEKO-TEX 100% αγνό βαμβάκι.;Γυναικεία Περιποίηση;8809328325923;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325923_1_t20240223112000.jpg;https://www.vican.gr/el/kocostar-yellow-cream-patch-8809328325923.html
KOCOSTAR FACE SPOT MIRROR PATCH;;Διάφανα επιθέματα προσώπου σε σχήμα καρδιάς με tea tree oil, grape seed extract και salicylic acid που αντιμετωπίζουν τις ατέλειες της επιδερμίδας, όπως σπυράκια, μαύρα στίγματα, κοκκινίλες. Είναι διαθέσιμα σε 2 μεγέθη. Κλινικά αποδεδειγμένη αποτελεσματικότητα της δράσης κατά της ακμής.;Γυναικεία Περιποίηση;8809328320447;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328320447_1_t20231003133214.jpg;https://www.vican.gr/el/kocostar-face-spot-mirror-patch-8809328320447.html
KOCOSTAR T1 COLLAGEN CREAM;;Kαινοτόμα κρέμα με 65% κολλαγόνο Τύπου 1 (Τype 1 Collagen) για άμεσα ορατά αποτελέσματα. Η κρέμα μετατρέπεται σε διάφανο φιλμ* που με την πατενταρισμένη τεχνολογία TDS** τα πεπτίδια κολλαγόνου και τα αντιοξειδωτικά συστατικά μεταφέρονται βαθιά στην επιδερμίδα, προσφέροντας θρέψη και λάμψη που διαρκεί, βελτιώνοντας την υφή και συνεισφέροντας στη μείωση των σημαδιών γήρανσης. *PATENT NO. 10-2630383 OCCLUSIVE DRESSING TECHNIQUE (ODT) Τα φυσικά προερχόμενα chitosan και algin δημιουργούν ένα φιλμ χωρίς PVA, που αφαιρείται χωρίς ερεθισμούς. **PATENT NO. 10-1787556 TRANSDERMAL DELIVERY SYSTEM...;Γυναικεία Περιποίηση;8809328325169;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328325169_1_t20260128112000.jpg;https://www.vican.gr/el/kocostar-t1-collagen-cream-8809328325169.html
KOCOSTAR HAPPY HAIR PACK FOR STRAIGHT HAIR;;Μια θρεπτική μάσκα για τόνωση και λάμψη των ίσιων μαλλιών. Εμπλουτισμένη με ένα μοναδικό σύμπλεγμα βοτάνων περιποιείται τα μακριά, ίσια μαλλιά και συμβάλλει στη διατήρηση της λάμψης και της μεταξένιας, απαλής υφής τους. Δερματολογικά ελεγμένη.;Γυναικεία Περιποίηση;8809328326319;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328326319_1_t20231027112000.jpg;https://www.vican.gr/el/kocostar-happy-hair-pack-for-straight-hair-8809328326319.html
KOCOSTAR BLACK HAPPY MASK;;Μάσκα προσώπου από άνθρακα Binchotan για την απομάκρυνση των ρύπων από τους φραγμένους πόρους της επιδερμίδας. Ο συνδυασμός υψηλής ποιότητας άνθρακα με ένα σύμπλεγμα φυτικών εκχυλισμάτων (bamboo, papaya, μαύρο σουσάμι, μαύρα φασόλια, ρύζι, μαύρη σόγια) προσφέρει ταυτόχρονα βαθύ καθαρισμό, ενυδάτωση και λάμψη. Η KOCOSTAR BLACK HAPPY MASK μαγνητίζει τους ρύπους αφήνοντας το δέρμα καθαρό και υγιές. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328322298;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328322298_1_t20231027112000.jpg;https://www.vican.gr/el/kocostar-black-happy-mask-8809328322298.html
KOCOSTAR LEG RELAX THERAPY;;Ειδικά σχεδιασμένη μάσκα με μενθόλη για τη χαλάρωση των κουρασμένων και πρησμένων ποδιών. Η μοναδική πατενταρισμένη φόρμουλα με εκχύλισμα βοτάνων και μία ποικιλία συστατικών ενυδατώνει, θρέφει και καταπραΰνει το δέρμα, ενώ παράλληλα κάνει ήπια απολέπιση. Μπορεί να βοηθήσει στην αντιμετώπιση τυχόν κακοσμίας.;Γυναικεία Περιποίηση;8809328324452;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328324452_t20230418163921.jpg;https://www.vican.gr/el/kocostar-leg-relax-therapy-8809328324452.html
KOCOSTAR FOOT PEELING PACK;;Ένα μοναδικό προϊόν απολέπισης για τις ξηρές και σκασμένες φτέρνες που αφαιρεί τα νεκρά κύτταρα του δέρματος. Περιέχει έναν συνδυασμό 3 διαφορετικών εκχυλισμάτων μέντας, που ανανεώνουν και δροσίζουν τα κουρασμένα πόδια. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328320195;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328320195_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-foot-peeling-pack-8809328320195.html
KOCOSTAR FOOT MOISTURE PACK;;Ενυδατική μάσκα περιποίησης ποδιών με εκχύλισμα φύλλων camellia sinensis και εκχυλίσματα μέντας και δυόσμου που αναζωογονούν τα κουρασμένα πόδια αφήνοντάς τα λεία και απαλά. Για όλους τους τύπους δέρματος.;Γυναικεία Περιποίηση;8809328320843;https://www.vican.gr/pub/media/catalog/product/cache/943338449f392e591c2115a51e5b080b/8/8/8809328320843_1_t20250228112000.jpg;https://www.vican.gr/el/kocostar-foot-moisture-pack-8809328320843.html
